"Establecimiento";"Pc1_Actitud";"Pc1_Atencion";"Pc1_Atencion_Esperas";"Pc1_Cliente_Habitual";"Pc1_Actitud_Servicio";"Pd1_Asesoramiento_Oferta";"Pd1_Informacion_Completa";"Pd1_Aspectos_Positivos_Negativos";"Pe1_Experiencia_Empleados";"Pe1_Resolver_Consultas";"Pe1_Conocimiento_Gama";"Pe1_Dominio_Resolver_Consultas";"Pe1_Interes_Problemas";"Pe1_Tiempo_Espera_Atencion";"Pe1_Duracion_Fila_Cajas";"Pe1_Rapidez_Resolver_Consultas";"Pe1_N_Empleados_Cajas";"Pe1_Tiempo_Reclamacion";"Pe1_Solucion_Quejas";"Pe1_Sencillez_Tramites";"Pf1_Competitividad_Oferta_Productos";"Pf1_Amplitud_Oferta_Productos";"Pf1_Beneficios_Compra_Habitual";"Pg1_N_Empleados_Adecuado";"Pg1_Cajas_Cerradas";"Pg1_Decoracion_Establecimiento";"Pg1_Iluminacion_Establecimiento";"Pg1_Climatizacion_Establecimiento";"Pg1_Sensacion_Orden_Limpieza";"Pg1_Amplitud_Establecimiento";"Pg1_Marcado_Areas";"Pg1_Facilidad_Identificar_Cadena";"Ph1_Relacion_Calidad_Precio";"Ph1_Satisfaccion_Global";"C1_Edad";"C2_Sexo";"C3_Estado_Civil";"C4_Compra_Media";"C5_Ingr_Mes"
"1180";3;7;8;9;8;7;9;6;7;8;8;7;7;7;6;3;5;3;NA;NA;NA;9;9;6;4;3;5;5;5;6;7;7;7;7;8;2;1;2;3;4
"1181";2;8;6;4;NA;7;5;3;3;5;5;6;5;6;9;2;5;3;NA;NA;NA;3;5;NA;3;2;4;5;5;6;4;2;5;8;8;6;2;5;2;4
"1182";2;7;6;6;8;7;7;6;5;7;7;7;7;8;7;8;7;8;7;7;7;NA;NA;NA;7;6;5;5;5;5;4;5;4;8;8;2;1;2;2;4
"1183";2;3;3;3;4;4;5;6;4;6;6;5;5;5;5;4;5;4;5;5;6;5;6;4;5;4;4;5;4;5;6;6;6;6;6;3;1;3;4;4
"1184";2;7;5;4;4;6;5;6;3;7;7;7;7;6;4;3;3;3;2;3;3;8;4;8;4;3;6;7;7;5;7;8;8;7;6;3;1;1;1;4
"1185";2;7;5;4;6;5;7;7;4;6;5;5;6;7;6;5;5;4;5;4;4;5;5;8;6;5;4;5;5;4;4;5;6;2;2;4;2;2;4;4
"1186";3;6;7;6;5;6;6;6;5;6;4;6;4;3;3;2;3;7;4;5;7;4;7;8;4;5;6;5;6;4;4;5;4;9;6;6;2;4;3;4
"1187";2;5;4;4;5;5;6;6;4;5;6;6;6;5;4;4;5;4;5;5;5;6;6;5;6;3;4;5;5;4;5;5;5;7;6;3;1;1;1;4
"1188";1;7;3;5;5;5;5;5;5;5;5;5;5;5;6;6;6;5;3;5;5;5;5;5;4;2;3;5;2;4;7;3;3;5;5;NA;2;2;5;4
"1189";2;7;6;4;5;5;4;5;4;5;5;3;5;6;5;5;5;4;5;5;5;5;5;6;2;2;3;3;1;4;4;4;4;7;6;4;1;4;4;4
"1190";1;3;4;4;5;6;4;6;4;5;5;6;4;7;5;5;7;6;5;8;6;5;8;8;6;5;3;7;6;3;5;7;5;8;6;2;1;2;6;4
"1191";3;8;7;7;8;9;8;8;7;6;9;9;9;7;8;7;7;9;NA;NA;NA;9;10;10;9;10;7;9;9;7;10;6;10;10;10;4;1;2;3;4
"1192";3;6;8;9;10;9;8;8;9;8;7;9;NA;7;6;NA;8;9;NA;NA;NA;9;10;9;8;9;10;10;10;9;10;10;10;10;9;3;1;2;4;4
"1193";3;8;7;9;8;7;10;9;9;9;9;10;9;9;8;7;7;9;8;NA;8;10;10;9;8;8;9;8;6;7;9;7;8;9;10;1;1;2;5;4
"1194";3;9;9;9;9;9;9;9;5;9;9;8;9;8;7;7;9;6;6;6;6;7;7;8;5;6;5;8;8;8;8;8;5;6;5;4;2;2;7;4
"1195";3;5;4;7;5;7;6;5;4;6;6;4;5;7;4;5;5;4;4;5;5;6;4;6;8;NA;7;6;5;8;5;5;5;5;6;5;2;1;3;4
"1196";3;7;9;6;8;7;7;6;5;6;7;8;8;9;7;6;5;7;9;8;7;9;8;9;4;6;8;5;6;6;8;9;7;8;8;3;1;2;4;4
"1197";3;6;4;6;5;7;6;5;4;6;6;4;5;7;4;5;5;5;4;5;5;6;4;6;8;NA;7;6;5;8;5;5;5;5;6;5;2;1;3;4
"1198";3;6;8;6;8;7;7;6;5;6;7;7;8;9;6;6;5;7;9;8;7;8;8;9;4;6;8;5;6;6;8;9;7;8;8;4;1;2;4;4
"1199";3;5;6;8;8;6;9;9;5;6;9;10;10;10;2;1;10;2;8;8;5;6;6;10;1;2;1;1;8;5;6;8;8;8;6;4;2;2;8;4
"1200";2;4;6;2;3;4;5;2;4;5;5;4;3;4;3;4;2;5;5;5;5;4;3;5;3;2;4;2;3;5;6;5;4;5;3;2;1;1;3;4
"1201";2;6;7;6;6;6;7;5;6;5;6;5;6;7;6;6;6;5;6;5;6;5;5;6;7;6;5;5;5;5;6;7;5;7;5;4;2;2;NA;4
"1202";2;7;6;9;10;6;9;10;5;7;8;10;7;6;6;5;8;7;5;6;4;10;9;6;7;5;NA;7;NA;5;8;8;9;6;8;1;1;2;5;4
"1203";2;1;1;2;1;3;2;3;2;1;4;1;4;5;1;1;1;1;1;1;5;1;3;1;1;10;5;5;5;3;3;3;3;3;1;4;1;2;7;4
"1204";2;6;6;7;6;7;6;8;7;6;7;8;7;8;6;5;6;5;6;7;7;8;9;8;7;8;7;6;7;7;8;7;8;6;6;4;2;2;2;4
"1205";2;6;5;6;5;6;4;5;4;4;5;5;4;5;6;5;6;6;7;7;6;7;8;7;5;6;5;7;7;7;6;6;5;6;7;4;2;4;2;4
"1206";2;6;5;4;5;4;6;4;4;5;5;6;5;4;4;6;5;6;4;4;4;4;5;6;8;7;7;6;5;6;5;5;5;5;6;5;2;1;3;4
"1207";2;6;5;6;5;6;5;5;4;4;5;6;4;5;6;5;6;6;8;7;6;7;8;7;5;6;5;7;7;7;6;6;5;6;7;5;2;4;2;4
"1208";2;6;5;7;6;7;6;8;7;6;7;8;6;8;6;5;6;5;6;6;7;8;9;8;7;8;7;6;8;7;8;7;8;6;6;4;2;2;2;4
"1209";2;9;8;9;9;9;9;9;4;8;8;8;8;7;9;8;8;8;8;8;8;7;6;4;4;4;5;5;7;7;5;7;8;9;9;4;2;2;3;4
"1210";2;5;4;5;4;5;3;3;3;3;4;3;4;3;5;4;3;4;5;6;5;4;5;5;5;4;5;4;4;4;4;5;4;5;5;2;2;4;3;4
"1211";1;9;8;8;8;8;8;8;7;7;9;8;8;8;7;8;9;9;8;8;8;9;9;9;9;7;7;7;8;7;7;8;7;8;9;2;1;1;3;4
"1212";1;6;6;2;6;2;5;2;2;5;6;8;5;6;1;2;2;1;1;5;5;7;8;8;6;5;5;8;8;5;8;2;5;6;6;4;1;2;7;4
"1213";1;8;7;8;9;7;7;8;9;5;8;6;7;6;7;7;6;8;7;6;7;7;8;8;7;6;7;7;5;7;7;8;8;8;8;5;2;1;4;4
"1214";1;8;9;8;9;9;7;8;7;8;8;9;8;9;9;8;8;9;10;9;8;9;8;7;8;9;9;8;9;10;9;9;8;8;8;4;2;2;5;4
"1215";1;7;8;8;9;9;7;8;7;8;8;9;8;9;8;8;8;9;8;9;8;9;8;7;8;9;9;8;9;9;9;9;8;8;8;4;2;2;5;4
"1216";1;6;2;2;2;2;2;2;2;3;5;1;4;1;1;1;3;1;3;2;2;6;9;1;1;1;7;8;8;9;9;5;5;6;6;5;2;4;3;4
"1217";1;8;7;6;8;8;6;6;3;7;7;7;7;7;5;5;7;3;5;7;7;8;9;7;6;5;4;8;8;8;8;8;9;8;7;3;2;2;4;4
"1218";1;5;5;4;2;2;3;3;2;2;5;4;4;5;7;7;4;2;2;2;3;4;4;2;2;8;3;5;3;4;5;3;6;5;3;4;2;3;3;4
"1219";3;7;9;5;3;8;8;6;4;7;7;6;9;6;4;3;4;6;NA;NA;NA;9;8;6;6;7;6;7;6;6;6;9;8;7;7;5;2;1;4;4
"1220";3;5;8;7;7;7;3;7;6;6;8;6;5;5;5;7;7;6;6;5;9;6;3;5;6;6;6;6;8;8;6;9;8;8;NA;4;2;2;5;4
"1221";3;8;8;5;6;8;6;5;5;6;8;8;8;6;4;4;4;7;4;4;6;4;4;4;6;4;5;6;6;5;5;5;8;6;4;5;2;5;8;4
"1222";3;7;6;7;6;6;6;5;7;6;5;6;4;6;8;7;5;5;NA;NA;NA;5;4;5;7;7;5;8;7;7;6;7;7;6;7;6;2;2;6;4
"1223";3;7;5;6;6;5;5;6;5;4;4;5;4;6;7;7;6;4;NA;NA;NA;6;5;5;7;6;6;7;7;7;7;7;6;5;7;6;2;2;6;4
"1224";3;4;3;3;4;4;4;5;6;5;5;4;5;5;6;7;6;5;NA;NA;NA;5;4;5;7;6;6;7;6;7;7;7;7;5;5;1;2;2;6;4
"1225";2;8;3;5;9;6;7;4;3;4;9;6;5;8;8;4;7;4;NA;NA;NA;5;4;4;5;5;5;8;6;3;2;3;5;5;7;5;2;2;2;4
"1226";2;8;7;7;5;7;9;9;7;7;7;6;7;8;7;6;7;6;NA;NA;NA;5;5;7;8;7;3;7;7;7;5;7;8;7;8;5;1;4;3;4
"1227";2;7;10;4;2;4;7;10;2;9;4;5;2;8;10;4;3;8;8;8;8;8;9;5;3;6;10;4;8;7;3;6;8;2;6;2;2;5;7;4
"1228";1;7;7;8;5;7;8;7;7;7;6;7;4;7;5;4;5;5;3;3;6;6;8;7;6;5;6;6;6;7;8;7;7;6;6;4;2;2;5;4
"1229";1;6;6;6;6;6;6;6;6;4;4;4;5;6;8;8;3;3;4;4;4;7;6;6;6;6;5;5;2;2;9;1;10;6;7;3;2;1;6;4
"1230";1;8;6;3;5;4;6;7;8;6;4;5;6;5;4;6;7;7;3;6;6;9;4;3;5;2;4;7;3;6;7;6;7;4;6;2;2;1;2;4
"1231";1;6;8;4;3;4;7;9;8;7;7;5;5;7;4;8;9;8;3;6;6;7;6;4;5;2;7;4;7;6;8;6;5;6;8;3;2;2;4;4
"1232";3;9;8;9;3;7;6;8;6;8;8;7;6;5;8;6;4;8;NA;NA;NA;7;7;6;5;6;7;4;8;9;7;3;5;4;6;5;2;2;4;4
"1233";3;7;3;7;5;5;9;6;4;8;6;6;7;5;6;4;4;6;7;8;8;10;8;10;8;5;5;7;7;6;7;7;8;10;6;2;2;1;5;4
"1234";3;6;4;6;NA;5;5;NA;4;6;8;5;7;NA;6;4;6;8;5;7;7;8;7;8;7;6;5;9;8;6;10;7;9;10;6;3;2;3;5;4
"1235";3;8;5;9;5;6;7;NA;1;7;7;8;9;7;7;5;8;7;5;8;6;9;8;8;7;6;3;7;7;6;9;8;9;9;7;4;2;2;4;4
"1236";3;6;7;5;9;8;6;8;8;9;8;7;8;9;8;9;7;8;7;9;8;8;7;8;9;8;8;8;9;8;7;8;8;9;8;3;2;2;8;4
"1237";3;7;8;7;9;7;8;7;7;8;9;8;8;8;6;5;9;8;9;5;8;8;6;5;5;8;8;7;8;7;9;8;9;8;7;4;1;1;4;4
"1238";3;7;7;7;7;7;8;7;6;9;8;9;9;7;6;9;9;9;8;9;8;8;9;6;8;7;9;8;8;5;6;9;8;9;8;2;2;1;3;4
"1239";2;6;5;6;6;7;10;5;5;5;9;4;5;9;3;5;8;9;8;8;7;5;NA;4;6;6;7;2;3;9;3;1;5;6;7;1;2;3;5;4
"1240";2;5;3;7;9;5;8;3;6;9;3;6;6;5;4;6;8;10;NA;3;5;7;9;4;5;8;9;6;8;6;4;6;7;7;7;3;2;1;5;4
"1241";3;8;8;8;8;8;7;7;7;8;8;8;8;8;8;7;8;8;7;7;7;7;7;7;8;7;7;7;7;7;7;7;7;7;7;3;2;1;4;4
"1242";3;8;8;7;2;8;7;7;8;7;7;8;8;8;7;6;7;6;NA;NA;NA;7;7;8;7;7;7;8;8;8;8;8;8;8;7;5;1;2;3;4
"1243";3;5;5;3;3;7;7;6;5;7;6;7;5;8;5;6;8;9;4;7;7;9;9;7;7;5;9;9;9;7;9;4;4;9;7;2;1;2;4;4
"1244";3;7;7;2;6;7;8;6;NA;6;7;4;7;8;6;7;8;6;NA;7;6;8;6;7;6;8;6;7;9;8;8;5;7;8;7;4;2;2;5;4
"1245";3;9;7;6;8;7;4;4;4;7;8;9;6;7;8;7;8;7;8;9;6;8;6;8;6;8;9;8;6;7;8;6;4;8;7;4;1;4;5;4
"1246";3;8;8;8;9;9;9;7;7;7;8;8;9;9;8;7;8;9;8;8;9;8;7;8;9;8;8;8;9;9;8;9;9;9;9;3;1;1;4;4
"1247";3;8;7;7;5;8;5;8;5;8;8;8;7;7;5;5;5;6;6;6;6;9;4;5;6;5;6;7;7;7;7;5;7;9;7;4;1;2;6;4
"1248";1;8;8;7;NA;8;8;7;7;7;8;8;9;8;8;7;9;8;8;8;7;7;9;9;9;8;8;8;10;NA;8;7;9;8;9;4;1;1;5;4
"1249";1;5;1;4;1;4;2;3;8;5;4;4;2;7;8;5;3;5;6;2;8;10;6;3;3;9;10;6;6;10;4;7;5;7;5;2;2;2;8;4
"1250";1;5;4;3;3;4;5;4;4;5;6;6;6;5;4;7;6;7;5;5;5;8;7;7;3;3;5;7;7;8;9;6;6;7;6;4;1;2;8;4
"1251";2;8;7;7;4;5;8;9;6;8;7;6;9;9;6;4;6;8;8;9;9;8;9;9;7;8;8;9;9;7;6;9;10;10;10;4;2;2;6;4
"1252";2;8;9;6;6;6;6;6;6;7;7;7;6;4;5;7;7;6;NA;NA;NA;7;6;6;6;6;7;9;9;7;7;7;9;7;7;6;1;2;2;4
"1253";1;6;5;5;5;5;7;4;1;6;4;5;4;3;5;4;4;4;5;5;5;6;7;6;1;10;6;5;6;6;6;5;6;6;5;2;2;3;3;4
"1254";3;8;7;7;5;5;6;7;5;8;7;6;5;6;2;3;6;6;5;3;6;6;7;6;4;5;5;6;7;6;5;6;6;7;5;5;2;2;6;4
"1255";1;4;3;5;6;3;5;5;5;6;6;5;7;4;6;6;7;7;4;6;8;4;6;6;5;5;7;4;6;6;7;8;5;6;3;3;1;3;1;4
"1256";2;4;3;5;6;3;5;5;5;6;6;5;7;4;6;6;7;7;4;6;8;4;6;6;5;5;7;4;6;6;7;8;5;6;3;3;1;3;1;4
"1257";2;4;5;3;4;3;7;8;7;7;5;7;5;3;3;4;4;4;NA;NA;NA;7;6;8;4;5;3;4;4;2;3;3;6;5;5;5;2;2;3;4
"1258";2;1;2;3;4;3;4;3;4;5;4;5;4;3;4;5;6;5;4;5;4;3;2;4;3;2;3;3;3;4;3;2;4;2;2;2;2;2;1;4
"1259";3;8;5;7;4;8;5;7;6;6;4;7;6;7;8;5;7;8;NA;NA;NA;3;6;4;4;3;5;7;5;7;4;8;9;7;7;2;1;1;3;4
"1260";2;4;3;4;9;2;7;8;2;10;9;4;10;3;1;5;2;4;5;8;3;8;7;1;7;2;3;1;6;6;2;5;4;6;2;6;1;5;4;4
"1261";3;5;7;7;6;7;6;7;6;6;8;6;6;8;5;6;8;4;6;6;6;3;5;6;5;5;7;4;8;4;4;7;7;2;2;4;1;1;8;4
"1262";3;10;10;8;10;7;6;1;10;10;8;7;9;6;7;6;5;6;7;5;3;4;5;5;5;6;7;4;8;4;2;8;5;2;2;3;2;4;NA;4
"1263";3;6;4;6;2;7;7;9;7;9;8;7;7;6;6;6;7;3;9;9;9;7;9;5;7;5;7;5;5;6;5;6;6;8;6;3;2;3;7;4
"1264";2;6;8;6;7;9;9;8;5;4;5;8;6;6;6;5;5;6;4;6;5;8;5;5;9;5;8;9;9;9;7;7;5;8;5;6;1;2;6;4
"1265";2;5;4;8;NA;6;6;5;3;6;5;5;5;7;8;9;8;8;7;5;9;5;4;4;8;6;1;3;4;3;4;6;4;2;7;4;2;2;4;4
"1266";1;5;3;NA;5;5;6;6;NA;NA;NA;NA;3;8;7;NA;2;5;7;7;9;10;9;1;1;10;10;8;9;10;9;10;9;8;5;4;1;2;8;4
"1267";1;6;6;7;7;7;8;9;7;8;8;8;8;8;7;5;7;7;7;6;4;7;10;8;10;8;9;8;8;9;10;7;9;8;8;3;2;2;7;4
"1268";1;6;6;7;7;7;8;9;7;9;8;8;8;8;7;5;7;7;7;6;4;6;10;8;7;7;9;9;8;9;9;7;9;8;8;3;2;2;7;4
"1269";1;5;5;6;5;6;6;7;8;8;7;7;6;6;5;5;5;6;6;5;5;7;7;7;6;7;8;9;8;8;7;5;6;7;6;2;1;2;2;4
"1270";1;6;5;5;6;4;4;7;8;5;4;7;5;3;6;6;5;7;4;6;4;8;8;NA;6;6;2;7;8;8;7;4;7;3;5;3;2;2;8;4
"1271";1;4;2;2;6;4;8;7;7;6;7;7;6;8;3;2;3;1;7;8;8;3;7;6;4;4;7;7;8;8;8;9;8;7;7;6;1;2;3;4
"1272";1;5;5;6;5;6;6;7;8;5;7;7;6;6;5;5;5;6;6;5;5;8;7;7;3;4;8;7;8;8;8;5;6;7;6;2;1;2;2;4
"1273";3;9;7;6;NA;6;5;5;1;5;6;5;5;1;5;6;5;5;6;7;8;6;8;8;1;6;6;1;1;7;6;8;8;8;8;3;2;3;2;4
"1274";1;6;6;6;2;6;7;8;7;6;6;6;6;7;6;8;7;7;7;7;7;5;7;6;6;5;7;7;7;6;7;7;6;6;6;5;2;1;4;4
"1275";1;5;6;4;3;5;3;5;3;4;6;6;5;6;4;3;6;3;5;4;6;7;6;7;4;3;6;6;7;6;8;7;7;6;6;2;1;1;2;4
"1276";3;8;8;9;8;8;7;8;9;8;8;8;8;9;9;9;8;8;7;6;7;8;9;8;8;7;8;8;8;7;7;9;8;8;8;3;2;2;4;4
"1277";3;7;7;5;6;7;6;6;5;8;7;8;8;7;8;5;6;7;6;6;6;8;8;8;7;6;4;6;6;7;6;4;7;8;8;5;2;3;6;4
"1278";2;6;4;3;2;3;3;5;5;7;6;7;4;4;3;3;5;5;4;6;6;5;5;4;4;6;6;5;5;4;4;4;5;4;5;2;2;1;4;4
"1279";1;6;7;6;4;5;6;6;5;6;7;6;6;7;6;5;7;5;6;6;6;6;7;6;6;5;6;8;8;8;8;6;7;6;6;2;1;1;5;4
"1280";3;7;6;6;3;8;9;8;10;8;9;8;7;6;6;5;7;7;6;7;6;8;7;8;8;6;5;8;9;10;9;7;10;10;10;2;1;1;2;4
"1281";1;8;8;3;6;7;8;8;7;7;5;5;7;4;5;6;6;5;4;4;5;6;7;5;3;6;1;7;5;6;6;8;6;7;7;2;1;1;3;4
"1282";3;8;7;8;8;9;8;8;9;9;7;9;7;9;4;7;8;7;7;8;7;8;7;6;8;5;5;8;9;6;5;9;9;9;7;3;2;2;3;4
"1283";2;6;9;3;10;7;9;9;3;3;8;2;7;9;5;2;7;6;6;7;6;9;5;4;7;6;7;3;6;8;6;5;NA;9;9;5;2;4;7;4
"1284";2;5;2;9;NA;8;3;5;4;6;7;7;NA;8;7;6;6;6;NA;5;7;5;8;4;6;2;1;2;5;3;4;5;5;5;5;4;1;2;2;4
"1285";2;5;2;7;7;7;3;4;5;7;8;8;6;9;8;6;7;6;8;5;8;5;8;3;6;1;1;2;5;4;4;4;6;4;5;4;1;2;3;4
"1286";2;3;1;10;7;5;4;3;3;5;7;7;7;8;7;6;8;6;8;5;7;6;7;4;6;3;2;5;6;3;5;5;5;5;5;4;2;2;3;4
"1287";2;5;3;7;NA;2;6;7;4;7;8;6;6;8;8;6;7;7;NA;4;4;9;9;3;7;4;1;2;5;4;5;7;8;7;5;3;2;2;3;4
"1288";2;3;5;5;NA;7;3;7;6;6;8;8;2;5;7;6;4;6;4;7;3;5;5;5;6;3;6;1;5;2;6;5;6;5;5;2;1;1;1;4
"1289";2;3;4;4;NA;3;6;8;4;5;7;7;7;8;7;6;5;3;5;6;8;8;4;3;3;5;2;2;6;1;4;6;8;2;5;1;1;3;2;4
"1290";3;9;8;8;6;9;6;7;NA;8;8;7;7;8;6;6;8;8;NA;NA;NA;5;3;4;6;NA;6;7;7;8;8;7;7;7;6;3;2;4;2;4
"1291";2;NA;7;8;5;3;9;5;8;2;9;10;6;8;2;6;2;6;5;2;5;1;8;8;8;10;4;4;6;5;5;3;2;10;2;1;1;1;6;4
"1292";1;4;4;5;6;6;8;4;NA;5;6;6;5;4;8;8;6;9;8;7;5;8;8;8;8;8;9;9;8;7;10;8;10;8;8;6;2;5;6;4
"1293";1;4;4;5;6;6;8;4;NA;4;6;6;5;4;8;8;6;9;8;7;5;7;8;8;5;6;9;9;8;7;10;8;10;8;8;6;2;5;6;4
"1294";2;8;6;5;6;5;6;5;7;6;5;5;6;5;5;6;5;5;5;5;5;6;6;6;5;5;6;6;5;7;6;7;7;6;5;5;1;5;7;4
"1295";1;4;6;5;4;7;8;8;3;7;7;8;7;5;1;5;7;7;2;8;6;8;10;7;8;2;5;9;8;8;8;5;7;7;6;2;1;3;6;4
"1296";1;5;4;4;2;7;7;8;2;5;8;8;7;7;5;4;8;7;3;9;6;5;10;7;8;2;5;10;7;8;9;4;9;9;5;1;2;3;5;4
"1297";1;3;5;6;3;6;7;9;3;5;8;8;9;6;2;4;8;7;2;7;4;8;9;6;8;2;5;10;5;8;8;5;7;6;7;2;1;3;4;4
"1298";1;5;5;4;3;7;8;8;2;7;9;8;8;6;3;4;7;9;1;7;5;8;9;6;7;4;7;7;6;9;9;6;8;8;4;2;2;2;2;4
"1299";3;7;7;6;4;5;5;7;7;7;6;7;5;5;2;5;5;4;NA;NA;NA;6;7;9;6;4;7;7;8;5;6;5;8;8;7;5;1;3;4;4
"1300";3;6;7;6;4;7;9;7;7;7;7;8;8;9;6;4;7;4;NA;NA;NA;8;8;8;4;3;6;7;7;6;6;4;6;8;8;5;2;2;4;4
"1301";3;8;7;7;3;7;6;6;6;7;7;5;6;7;6;6;5;8;NA;NA;NA;6;6;7;7;4;6;8;6;5;7;4;6;7;7;6;2;2;4;4
"1302";3;9;3;8;4;3;9;2;3;7;9;6;NA;3;8;5;4;7;NA;4;NA;6;5;6;9;5;4;8;7;5;7;8;9;8;7;5;2;1;3;4
"1303";2;8;8;9;9;9;8;9;8;8;9;9;10;10;10;7;9;9;8;9;10;10;8;9;9;8;7;9;8;9;8;8;7;9;10;5;2;2;7;5
"1304";3;7;6;3;7;8;4;6;7;8;9;8;7;6;5;6;4;5;8;7;6;5;6;5;6;7;8;9;5;6;5;6;4;7;8;2;2;1;1;5
"1305";3;8;8;8;6;8;8;8;6;8;8;8;8;8;9;9;8;9;8;8;8;9;9;9;9;8;8;8;8;8;8;7;7;9;9;4;2;2;2;5
"1306";2;4;3;4;3;3;2;2;2;2;2;2;2;3;4;4;4;3;2;2;2;1;1;1;4;4;5;8;8;7;9;8;8;8;8;6;2;2;4;5
"1307";3;6;6;5;1;5;6;3;3;5;6;5;5;6;3;3;4;5;NA;NA;NA;6;6;1;5;4;5;6;6;6;5;6;8;7;6;1;1;1;1;5
"1308";3;5;4;5;2;6;7;7;4;4;5;4;6;6;6;5;4;5;NA;NA;NA;7;7;6;6;5;5;6;1;5;6;7;7;7;7;1;2;1;1;5
"1309";2;7;8;9;8;9;8;9;7;7;7;8;8;9;6;7;8;9;7;6;7;8;6;7;8;6;6;7;7;9;9;9;8;9;8;1;2;1;1;5
"1310";2;10;9;8;10;9;7;6;4;10;8;8;7;9;6;7;5;2;4;6;4;3;5;3;8;5;5;6;6;4;6;6;5;6;6;5;2;4;3;5
"1311";3;8;8;7;8;7;8;7;6;7;7;8;8;8;6;3;6;6;5;5;5;8;8;8;7;7;8;8;7;8;7;7;8;8;7;5;1;2;5;5
"1312";2;4;8;4;6;5;5;5;5;4;6;5;5;6;4;6;6;5;4;7;6;7;6;4;5;6;4;5;5;6;5;5;5;5;5;4;1;4;2;5
"1313";2;7;7;7;7;7;5;6;3;6;7;7;7;8;5;5;4;4;NA;NA;NA;3;3;7;7;7;5;6;6;5;5;5;8;6;6;4;2;2;3;5
"1314";2;4;4;5;2;4;4;4;3;5;5;5;5;4;4;4;4;3;4;4;4;5;4;7;4;3;5;5;6;5;5;5;7;10;5;6;2;2;2;5
"1315";2;3;3;4;4;4;4;6;4;3;5;6;5;5;2;2;4;1;5;5;5;5;5;7;1;1;3;4;5;5;5;5;5;5;7;3;2;2;2;5
"1316";1;3;3;4;4;4;4;6;4;3;5;6;5;5;2;2;4;1;5;5;5;5;5;7;1;1;3;4;5;5;5;5;5;5;7;3;2;2;2;5
"1317";2;8;10;10;7;9;6;6;7;4;6;8;6;7;4;3;4;5;4;5;5;5;7;5;6;3;1;3;3;4;4;5;5;4;5;5;2;4;7;5
"1318";2;4;4;4;3;5;5;5;6;6;6;6;6;6;1;1;4;1;4;5;5;3;3;6;2;2;5;5;5;4;8;8;8;5;5;2;2;2;2;5
"1319";2;6;6;5;6;5;5;NA;NA;5;6;5;6;5;4;5;6;2;NA;NA;NA;4;5;5;4;NA;3;3;2;2;4;1;4;6;5;6;2;2;4;5
"1320";2;6;6;5;6;5;7;7;6;6;6;5;6;5;4;5;6;2;NA;NA;NA;5;5;5;7;NA;3;4;2;2;5;1;4;6;5;6;2;2;4;5
"1321";3;7;7;7;8;8;7;6;7;8;7;8;8;6;5;5;6;6;7;8;6;5;6;7;5;6;5;8;6;5;7;3;7;6;6;3;2;1;4;5
"1322";2;6;6;6;7;8;9;8;7;6;6;5;6;7;6;7;6;7;8;9;8;7;6;7;8;6;7;8;6;6;6;5;7;5;8;3;1;1;1;5
"1323";1;8;7;6;5;6;7;8;9;8;7;8;9;8;7;8;9;8;7;8;9;3;4;3;4;5;7;8;7;8;6;7;8;9;8;3;2;1;3;5
"1324";2;6;3;6;2;4;7;2;1;10;2;1;5;3;5;8;3;10;10;7;3;6;6;4;10;4;5;7;9;8;3;10;8;10;5;2;2;2;4;5
"1325";1;7;6;7;6;6;6;5;6;6;6;6;7;5;7;6;7;6;6;7;7;8;7;7;6;7;7;7;7;7;7;8;7;7;2;5;2;1;5;5
"1326";1;7;7;4;5;6;8;7;4;7;5;6;5;2;2;3;5;4;3;5;5;7;4;3;4;7;4;6;6;5;8;7;3;4;5;2;2;3;3;5
"1327";1;6;7;7;4;6;7;8;4;6;6;7;5;5;4;4;5;6;5;4;6;7;6;7;7;8;7;6;7;8;7;8;8;7;8;4;1;2;4;5
"1328";2;6;6;7;2;6;3;3;2;5;5;6;8;5;8;7;7;5;6;6;6;6;5;5;6;7;6;7;3;7;7;5;6;6;6;1;2;1;6;5
"1329";3;7;7;7;8;5;5;6;8;9;9;9;7;6;6;7;7;8;7;8;5;3;3;2;4;7;7;6;6;6;7;7;7;7;6;5;2;1;3;5
"1330";3;5;4;5;3;4;4;4;4;5;5;4;4;6;5;3;4;4;NA;NA;NA;7;7;7;5;4;5;5;3;4;5;6;6;8;2;2;1;1;1;5
"1331";2;5;4;5;5;4;3;5;5;4;3;4;4;5;5;6;6;5;2;1;1;5;5;4;4;5;5;4;4;5;4;4;3;7;6;4;2;2;2;5
"1332";2;6;7;6;6;7;6;5;1;5;6;6;6;1;2;1;1;3;1;1;1;NA;5;3;3;1;5;6;5;5;4;5;5;8;7;4;1;2;3;5
"1333";1;4;3;4;5;4;9;6;6;4;5;5;4;6;5;6;6;6;2;2;2;4;3;6;7;6;6;7;7;6;7;6;6;7;6;1;2;1;4;5
"1334";3;9;9;3;9;8;8;7;6;8;8;8;8;7;7;7;7;7;7;7;7;7;7;9;7;8;6;5;6;3;4;5;7;8;7;4;2;2;5;5
"1335";1;10;10;10;10;10;10;10;10;8;10;10;10;10;8;8;10;10;NA;NA;NA;10;10;10;8;10;10;10;10;10;10;10;10;8;10;4;1;2;4;5
